PLAYER_ID,PLAYER_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,E_DEF_RATING,E_NET_RATING,E_AST_RATIO,E_OREB_PCT,E_DREB_PCT,E_REB_PCT,E_TOV_PCT,E_USG_PCT,E_PACE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,E_OFF_RATING_RANK,E_DEF_RATING_RANK,E_NET_RATING_RANK,E_AST_RATIO_RANK,E_OREB_PCT_RANK,E_DREB_PCT_RANK,E_REB_PCT_RANK,E_TOV_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK
1631386,Taze Moore,3,1,2,0.333,3.4,130.4,106.8,23.6,14.3,0.0,0.0,0.0,14.286,0.206,125.48,504,491,33,410,510,10,77,13,361,499,518,526,51,150,1
1631199,Ron Harper Jr.,1,1,0,1.0,3.7,100.0,155.1,-55.1,100.0,0.0,0.0,0.0,0.0,0.0,124.67,529,491,1,1,502,487,538,534,1,499,518,526,1,535,2
1630563,Joshua Primo,1,1,0,1.0,5.0,91.7,96.7,-5.1,0.0,0.0,0.0,0.0,60.0,0.417,122.52,529,491,1,1,479,512,26,364,515,499,518,526,539,2,3
1630586,Usman Garuba,2,2,0,1.0,3.0,118.1,131.6,-13.5,50.0,0.0,0.0,0.0,0.0,0.061,117.42,514,469,1,1,517,67,528,486,3,499,518,526,1,532,4
1630554,Jason Preston,1,0,1,0.0,1.2,0.0,0.0,0.0,0.0,0.5,0.0,0.2,100.0,0.25,116.76,529,520,13,520,538,539,1,232,515,1,518,24,540,69,5
1641926,Dexter Dennis,4,1,3,0.25,7.5,89.9,102.5,-12.7,14.6,0.026,0.235,0.123,10.981,0.298,116.1,500,491,46,442,434,516,42,476,351,363,58,144,51,24,6
1631173,Terquavion Smith,11,4,7,0.364,6.2,118.0,118.3,-0.3,18.1,0.0,0.034,0.016,7.231,0.251,114.37,443,437,112,397,460,72,452,243,249,499,513,525,51,66,7
1631262,Jules Bernard,6,1,5,0.167,4.7,98.6,85.3,13.4,26.3,0.05,0.097,0.07,10.526,0.165,113.93,479,491,80,483,489,491,15,30,89,211,421,371,51,297,8
1630535,Greg Brown III,6,3,3,0.5,6.6,105.2,109.9,-4.8,17.4,0.067,0.133,0.1,17.422,0.184,111.67,479,448,46,274,450,439,150,353,262,157,276,210,502,221,9
1630568,Luka Garza,13,10,3,0.769,3.0,107.6,112.4,-4.8,5.8,0.13,0.139,0.134,5.834,0.307,111.59,433,330,46,34,520,380,251,353,510,39,254,118,51,13,10
1631157,Ryan Rollins,10,1,9,0.1,6.6,118.0,81.4,36.6,21.8,0.036,0.136,0.091,13.867,0.239,110.58,448,491,135,510,452,72,11,9,154,284,263,253,51,90,11
1631111,Wendell Moore Jr.,14,11,3,0.786,3.2,98.0,119.1,-21.1,13.3,0.0,0.15,0.072,20.0,0.119,109.83,428,310,46,25,515,494,475,514,385,499,203,356,502,477,12
1631321,Sidy Cissoko,5,0,5,0.0,6.3,106.6,86.4,20.2,0.0,0.0,0.182,0.088,11.416,0.107,109.49,487,520,80,520,457,404,16,17,515,499,139,264,51,503,13
1641723,Kobe Bufkin,5,4,1,0.8,4.9,91.4,114.9,-23.5,7.8,0.074,0.211,0.13,7.764,0.202,108.19,487,437,13,18,484,513,353,518,499,131,94,125,51,163,14
1631243,Mouhamed Gueye,2,2,0,1.0,2.2,10.1,141.7,-131.6,0.0,0.0,0.0,0.0,0.0,0.092,108.19,514,469,1,1,533,538,533,539,515,499,518,526,1,521,14
1641727,Dariq Whitehead,2,1,1,0.5,12.0,108.6,161.5,-52.9,33.8,0.0,0.19,0.087,0.0,0.093,107.63,514,491,13,274,360,358,539,533,32,499,127,277,1,519,16
203095,Evan Fournier,5,2,3,0.4,17.8,93.8,110.3,-16.6,9.2,0.02,0.143,0.071,10.981,0.217,107.45,487,469,46,372,264,506,159,499,480,411,233,368,51,131,17
1631131,Oscar Tshiebwe,7,2,5,0.286,5.3,114.3,109.2,5.1,9.2,0.158,0.333,0.226,0.0,0.2,107.33,472,469,80,428,474,188,130,125,479,17,9,9,1,170,18
1631116,Patrick Baldwin Jr.,17,2,15,0.118,7.2,109.4,93.7,15.7,11.8,0.056,0.223,0.142,10.121,0.17,107.19,401,469,235,505,444,337,23,25,421,191,70,104,51,272,19
1630647,Eugene Omoruyi,24,2,22,0.083,7.1,102.1,110.4,-8.4,15.1,0.13,0.195,0.16,10.337,0.256,107.17,356,469,381,516,447,471,166,423,331,40,122,76,51,62,20
201980,Danny Green,2,1,1,0.5,9.2,110.8,118.0,-7.1,33.3,0.0,0.118,0.069,0.0,0.044,106.98,514,491,13,274,404,289,445,395,33,499,337,379,1,534,21
1641741,Ricky Council IV,14,6,8,0.429,9.9,109.0,110.9,-1.9,4.8,0.074,0.141,0.107,2.396,0.229,106.95,428,403,126,355,396,351,189,291,511,134,244,184,1,110,22
1631169,Josh Minott,19,14,5,0.737,3.2,107.9,107.4,0.5,9.3,0.048,0.14,0.088,6.219,0.194,106.94,385,279,80,44,513,375,91,219,477,226,247,261,51,186,23
1629677,Luka Samanic,26,11,15,0.423,5.6,107.0,101.5,5.4,4.7,0.056,0.216,0.141,12.905,0.222,106.85,347,310,235,360,470,391,35,119,512,192,83,105,51,123,24
1630264,Anthony Gill,29,4,25,0.138,5.6,121.1,101.8,19.3,13.7,0.09,0.156,0.124,18.741,0.17,106.84,331,437,428,498,471,21,38,19,371,97,185,141,502,272,25
1631100,AJ Griffin,18,8,10,0.444,7.4,111.5,120.0,-8.6,7.2,0.017,0.112,0.062,10.737,0.165,106.71,393,363,152,336,441,268,491,428,502,442,361,421,51,297,26
1630284,Kevon Harris,2,1,1,0.5,3.0,156.7,142.0,14.7,20.0,0.0,0.286,0.222,20.0,0.313,106.47,514,491,13,274,517,4,534,27,191,499,21,10,502,11,27
1641716,Jarace Walker,17,7,10,0.412,10.2,114.9,118.3,-3.4,20.2,0.051,0.154,0.099,10.093,0.185,106.44,401,382,152,366,391,163,452,327,186,209,193,215,51,218,28
1629673,Jordan Poole,52,9,43,0.173,29.2,109.6,119.4,-9.7,17.5,0.014,0.076,0.045,10.186,0.25,106.32,65,349,532,479,109,327,482,442,260,467,480,501,51,69,29
1630166,Deni Avdija,54,9,45,0.167,28.2,109.9,117.2,-7.3,22.3,0.04,0.21,0.125,11.849,0.197,106.31,19,349,538,483,125,315,424,399,147,269,95,139,51,178,30
1630167,Obi Toppin,56,31,25,0.554,22.5,118.0,117.5,0.4,14.9,0.054,0.145,0.099,8.247,0.162,106.25,1,52,428,235,209,72,431,222,336,201,223,217,51,317,31
1630169,Tyrese Haliburton,43,24,19,0.558,32.0,122.0,117.0,5.1,37.1,0.021,0.115,0.068,7.535,0.255,106.24,202,148,335,223,67,18,416,125,22,399,355,381,51,63,32
1626145,Tyus Jones,54,9,45,0.167,29.0,110.1,120.2,-10.1,36.8,0.01,0.095,0.051,5.096,0.169,106.08,19,349,538,483,114,309,495,445,24,489,430,481,51,279,33
1629655,Daniel Gafford,48,12,36,0.25,26.2,111.9,117.0,-5.0,14.5,0.12,0.21,0.165,9.914,0.144,106.07,140,302,513,442,159,254,416,360,354,52,96,66,51,389,34
1641757,Jordan Miller,5,4,1,0.8,4.2,106.6,127.8,-21.2,0.0,0.1,0.095,0.098,12.69,0.157,105.91,487,437,13,18,492,404,521,515,515,72,427,224,51,340,35
1641767,Ben Sheppard,33,16,17,0.485,10.8,113.1,116.2,-3.1,17.5,0.021,0.121,0.069,5.092,0.131,105.78,297,260,290,301,380,223,393,325,261,404,326,380,51,439,36
1628398,Kyle Kuzma,52,9,43,0.173,31.7,109.6,119.1,-9.5,15.4,0.031,0.182,0.106,9.787,0.304,105.73,65,349,532,479,73,327,475,439,320,321,138,187,51,16,37
1631159,Leonard Miller,7,6,1,0.857,3.7,92.7,103.7,-11.0,20.0,0.04,0.45,0.222,6.667,0.203,105.68,472,403,13,14,500,509,50,453,191,266,4,10,51,160,38
1629670,Jordan Nwora,28,10,18,0.357,11.0,111.1,118.9,-7.8,16.8,0.045,0.159,0.099,9.983,0.21,105.61,341,330,320,402,379,278,471,413,281,241,176,216,51,142,39
1630572,Sandro Mamukelashvili,30,6,24,0.2,6.5,105.2,106.4,-1.2,24.9,0.093,0.205,0.145,7.375,0.17,105.6,322,403,410,465,455,439,71,270,108,92,104,98,51,272,40
1630639,A.J. Lawson,27,15,12,0.556,8.5,113.8,107.4,6.5,11.3,0.045,0.096,0.069,8.669,0.178,105.59,344,270,184,228,419,195,91,99,437,240,423,378,51,245,41
1631098,Johnny Davis,23,2,21,0.087,7.9,107.0,107.2,-0.3,9.3,0.05,0.074,0.061,7.991,0.152,105.58,358,469,365,514,428,391,87,243,478,213,484,426,51,356,42
1630543,Isaiah Jackson,43,26,17,0.605,13.7,112.1,113.7,-1.6,13.5,0.128,0.223,0.176,10.752,0.175,105.53,202,119,290,166,331,246,311,283,377,43,70,48,51,252,43
1630164,James Wiseman,35,3,32,0.086,14.1,108.3,121.1,-12.8,10.6,0.114,0.207,0.159,14.42,0.157,105.45,280,448,497,515,324,364,506,477,448,59,101,78,51,340,44
203081,Damian Lillard,51,35,16,0.686,34.9,118.7,111.9,6.8,22.4,0.018,0.107,0.064,8.435,0.28,105.21,85,26,258,75,24,51,227,92,144,431,385,410,51,37,45
1629027,Trae Young,50,22,28,0.44,36.5,116.1,118.3,-2.2,28.7,0.013,0.071,0.041,11.342,0.303,105.18,98,188,462,344,7,129,452,298,64,477,489,512,51,17,46
1630608,Malcolm Cazalon,1,0,1,0.0,2.6,174.1,120.0,54.1,0.0,0.0,0.0,0.0,0.0,0.0,105.17,529,520,13,520,527,2,491,4,515,499,518,526,1,535,47
1629646,Charles Bassey,19,3,16,0.158,10.8,105.9,117.1,-11.2,26.7,0.118,0.306,0.207,19.074,0.115,105.11,385,448,258,490,381,424,420,459,83,55,14,21,502,484,48
1631103,Malaki Branham,50,9,41,0.18,20.2,106.0,119.1,-13.1,19.7,0.018,0.091,0.053,9.943,0.187,105.11,98,349,529,476,230,422,475,481,202,435,442,475,51,213,48
1627780,Gary Payton II,20,11,9,0.55,16.0,114.8,106.0,8.8,15.4,0.068,0.129,0.098,9.242,0.14,105.03,381,310,135,240,293,167,65,72,321,151,290,221,51,400,50
1628984,Devonte' Graham,12,3,9,0.25,8.3,115.9,102.4,13.5,34.2,0.019,0.177,0.087,5.403,0.153,104.99,438,448,135,442,423,138,40,29,30,422,149,271,51,350,51
1631097,Bennedict Mathurin,52,29,23,0.558,25.5,113.8,116.6,-2.8,11.7,0.043,0.127,0.085,10.285,0.232,104.95,65,80,398,225,173,195,405,310,424,250,296,293,51,106,52
1631254,Kenneth Lofton Jr.,17,5,12,0.294,6.3,103.4,108.8,-5.4,19.6,0.018,0.178,0.09,11.173,0.221,104.91,401,424,184,426,456,461,120,368,208,430,147,255,51,125,53
1628971,Bruce Brown,47,22,25,0.468,28.6,117.7,118.5,-0.8,19.7,0.034,0.151,0.092,8.485,0.164,104.86,155,188,428,320,120,85,464,260,203,301,201,247,51,303,54
1631214,Alondes Williams,1,1,0,1.0,6.3,58.1,72.7,-14.5,0.0,0.0,0.125,0.071,50.0,0.136,104.84,529,491,1,1,458,533,8,492,515,499,304,363,538,415,55
1630552,Jalen Johnson,41,20,21,0.488,34.0,114.4,117.0,-2.6,18.2,0.04,0.237,0.135,9.652,0.179,104.81,224,216,365,299,38,184,416,306,247,265,55,115,51,240,56
1627741,Buddy Hield,56,31,25,0.554,26.6,119.0,118.4,0.7,20.1,0.028,0.115,0.071,8.796,0.187,104.74,1,52,428,235,149,43,458,210,188,347,353,369,51,213,57
1630557,Corey Kispert,53,9,44,0.17,22.5,107.4,118.5,-11.1,13.2,0.015,0.104,0.058,8.358,0.201,104.72,42,349,534,481,210,382,464,456,388,460,394,440,51,166,58
1630346,Matt Ryan,14,7,7,0.5,21.6,109.8,107.1,2.7,11.6,0.017,0.088,0.053,13.206,0.147,104.71,428,382,112,274,216,320,84,172,429,439,447,476,51,379,59
203935,Marcus Smart,20,7,13,0.35,30.2,106.8,106.6,0.2,21.0,0.011,0.083,0.047,15.135,0.228,104.71,381,382,203,407,93,398,74,228,168,486,465,497,502,113,59
1631220,Dereon Seabron,5,2,3,0.4,10.5,116.1,92.8,23.3,20.4,0.023,0.098,0.067,0.0,0.126,104.69,487,469,46,372,386,129,21,14,182,383,418,386,1,454,61
1641715,Cam Whitmore,28,11,17,0.393,17.0,108.1,113.1,-5.0,4.1,0.04,0.193,0.113,6.64,0.258,104.65,341,310,290,381,281,369,275,360,514,263,126,168,51,60,62
1627736,Malik Beasley,54,33,21,0.611,29.5,118.2,110.4,7.8,12.2,0.025,0.111,0.07,6.376,0.139,104.65,19,37,365,157,104,63,166,84,405,373,365,374,51,403,62
1629640,Keldon Johnson,51,11,40,0.216,29.9,106.9,116.6,-9.7,15.8,0.049,0.157,0.102,8.077,0.224,104.64,85,310,526,463,98,395,405,442,309,216,181,200,51,119,64
201572,Brook Lopez,53,34,19,0.642,31.5,116.7,111.4,5.3,12.2,0.054,0.129,0.093,6.993,0.158,104.62,42,32,335,120,78,112,205,121,408,202,292,242,51,334,65
1641731,Bilal Coulibaly,53,9,44,0.17,26.9,106.8,116.3,-9.5,16.1,0.035,0.134,0.083,13.793,0.143,104.58,42,349,534,481,144,398,395,439,303,290,274,303,51,392,66
1641766,Adama Sanogo,3,0,3,0.0,3.5,85.6,8.3,77.3,0.0,0.167,0.5,0.3,18.797,0.203,104.49,504,520,46,520,506,521,2,2,515,12,2,2,502,160,67
204456,T.J. McConnell,45,24,21,0.533,17.3,113.6,114.0,-0.4,38.3,0.033,0.146,0.088,10.825,0.215,104.48,176,148,365,253,275,203,324,247,15,312,215,263,51,133,68
1626224,Cedi Osman,55,11,44,0.2,18.0,106.9,120.0,-13.1,20.5,0.021,0.138,0.077,7.86,0.154,104.35,6,310,534,465,261,395,491,481,177,402,255,331,51,346,69
1626167,Myles Turner,52,29,23,0.558,27.4,120.3,116.3,4.0,8.1,0.066,0.223,0.144,8.698,0.235,104.33,65,80,398,225,133,26,395,144,494,162,72,99,51,97,70
1627739,Kris Dunn,48,23,25,0.479,18.0,120.4,115.6,4.8,40.4,0.046,0.128,0.088,12.395,0.139,104.32,140,164,428,308,260,25,374,137,12,233,293,267,51,403,71
1626156,D'Angelo Russell,51,30,21,0.588,31.2,114.7,112.3,2.4,27.4,0.014,0.081,0.049,8.401,0.23,104.32,85,69,365,191,84,170,244,176,74,465,469,490,51,108,71
1629716,Marques Bolden,2,2,0,1.0,1.5,216.7,72.7,144.0,0.0,0.0,0.333,0.333,0.0,0.0,104.31,514,469,1,1,537,1,8,1,515,499,9,1,1,535,73
1641705,Victor Wembanyama,49,11,38,0.224,28.4,105.8,112.5,-6.6,12.9,0.082,0.299,0.191,14.01,0.32,104.22,128,310,520,458,123,426,255,385,397,113,16,35,51,9,74
203507,Giannis Antetokounmpo,54,34,20,0.63,35.0,119.5,113.0,6.5,19.1,0.082,0.267,0.177,10.381,0.328,104.22,19,32,354,130,23,37,270,99,222,115,32,47,51,5,74
1629631,De'Andre Hunter,31,14,17,0.452,28.4,117.8,120.7,-2.9,8.9,0.023,0.129,0.074,9.788,0.195,104.21,318,279,290,332,122,79,500,315,483,386,291,348,51,182,76
1630168,Onyeka Okongwu,53,23,30,0.434,25.8,117.2,117.6,-0.3,13.7,0.113,0.189,0.15,8.694,0.136,104.2,42,164,485,352,163,96,436,243,372,60,130,87,51,415,77
1631323,Simone Fontecchio,53,25,28,0.472,23.4,113.3,115.4,-2.1,14.4,0.048,0.12,0.084,9.475,0.156,104.17,42,136,462,314,197,215,368,296,359,219,327,297,51,343,78
1630587,Isaiah Livers,23,1,22,0.043,20.4,106.1,124.1,-17.9,15.2,0.034,0.084,0.058,9.702,0.126,104.09,358,491,381,519,228,417,516,505,329,296,458,441,51,454,79
1629020,Jarred Vanderbilt,29,14,15,0.483,20.0,113.6,109.0,4.7,18.6,0.083,0.188,0.137,14.445,0.115,104.08,331,279,235,302,236,203,125,139,235,112,132,113,51,484,80
1627749,Dejounte Murray,52,22,30,0.423,35.0,115.8,119.7,-3.9,19.9,0.02,0.141,0.078,8.55,0.248,104.07,65,188,485,360,20,141,486,341,196,412,243,328,51,73,81
201580,JaVale McGee,39,23,16,0.59,8.0,109.6,113.2,-3.6,7.8,0.131,0.266,0.199,17.23,0.219,104.06,244,164,258,189,427,327,287,330,498,35,35,27,502,128,82
1629111,Jock Landale,29,12,17,0.414,9.3,108.4,102.6,5.8,16.9,0.136,0.106,0.121,11.27,0.131,103.95,331,302,290,365,403,361,43,110,276,29,387,154,51,439,83
203926,Doug McDermott,49,12,37,0.245,15.1,108.1,119.8,-11.8,18.0,0.013,0.058,0.036,7.752,0.151,103.95,128,302,516,449,306,369,490,465,253,472,503,517,51,363,83
203110,Draymond Green,29,16,13,0.552,26.9,116.8,113.4,3.4,37.1,0.052,0.208,0.132,14.668,0.16,103.94,331,260,203,238,143,109,299,160,21,204,99,124,51,328,85
203076,Anthony Davis,52,29,23,0.558,35.7,114.1,113.5,0.6,14.7,0.098,0.273,0.189,7.89,0.266,103.94,65,80,398,225,11,191,306,214,347,77,27,39,51,48,85
1628995,Kevin Knox II,31,4,27,0.129,18.1,109.1,115.8,-6.7,9.6,0.034,0.126,0.076,9.141,0.162,103.92,318,437,453,501,259,348,383,388,473,298,302,332,51,317,87
1630174,Aaron Nesmith,51,29,22,0.569,27.1,119.0,116.8,2.2,11.7,0.041,0.125,0.083,8.112,0.167,103.91,85,80,381,213,141,43,411,182,425,259,310,300,51,288,88
1630649,Stanley Umude,17,2,15,0.118,11.2,109.1,116.0,-6.9,10.9,0.027,0.173,0.101,13.324,0.168,103.91,401,469,235,505,371,348,389,391,445,357,156,203,51,283,88
1630180,Saddiq Bey,54,23,31,0.426,32.5,117.9,119.7,-1.8,10.1,0.084,0.136,0.109,5.741,0.163,103.9,19,164,494,358,59,78,486,289,459,109,262,179,51,308,90
202083,Wesley Matthews,21,5,16,0.238,11.1,113.6,118.2,-4.6,17.7,0.018,0.113,0.065,8.179,0.111,103.9,376,424,258,450,375,203,450,349,257,428,360,402,51,494,90
1630170,Devin Vassell,50,11,39,0.22,31.7,105.8,114.4,-8.6,17.2,0.013,0.112,0.062,6.384,0.234,103.89,98,310,523,461,75,426,336,428,269,473,363,417,51,101,92
1630177,Theo Maledon,15,5,10,0.333,14.1,109.2,122.7,-13.6,23.0,0.019,0.11,0.061,14.803,0.18,103.87,423,424,152,410,326,344,510,487,134,424,369,423,51,238,93
203991,Clint Capela,47,21,26,0.447,25.7,113.8,118.4,-4.6,8.5,0.182,0.242,0.21,7.426,0.163,103.87,155,205,439,335,166,195,458,349,489,10,50,17,51,308,93
1630188,Jalen Smith,38,23,15,0.605,18.1,115.8,119.0,-3.2,11.1,0.098,0.255,0.175,8.828,0.189,103.87,253,164,235,165,255,141,472,326,441,78,42,50,51,203,93
1630699,MarJon Beauchamp,40,25,15,0.625,14.2,115.7,113.2,2.4,13.3,0.045,0.136,0.092,12.424,0.142,103.86,232,136,235,135,323,144,287,176,384,237,266,249,51,395,96
1629629,Cam Reddish,35,18,17,0.514,23.3,109.8,110.8,-1.1,15.6,0.026,0.087,0.057,9.926,0.134,103.86,280,241,290,265,198,320,188,266,314,358,452,446,51,422,96
1630200,Tre Jones,50,10,40,0.2,26.0,109.9,113.9,-4.0,37.1,0.029,0.103,0.066,9.025,0.158,103.85,98,330,526,465,160,315,322,342,20,339,400,398,51,334,98
1629012,Collin Sexton,56,26,30,0.464,24.6,116.4,118.1,-1.7,21.6,0.039,0.076,0.058,9.156,0.274,103.8,1,119,485,324,186,122,447,285,160,270,481,444,51,43,99
1628368,De'Aaron Fox,48,28,20,0.583,35.6,115.6,114.9,0.8,17.4,0.027,0.103,0.064,8.104,0.307,103.79,140,98,354,196,13,146,353,207,263,350,403,409,51,13,100
1627788,Furkan Korkmaz,35,22,13,0.629,8.6,116.3,111.4,4.9,20.9,0.014,0.098,0.055,8.347,0.131,103.77,280,188,203,131,417,125,205,133,170,464,416,458,51,439,101
1641708,Amen Thompson,35,13,22,0.371,19.2,108.3,112.1,-3.8,22.7,0.088,0.222,0.151,13.975,0.179,103.75,280,297,381,391,244,364,232,335,139,104,74,83,51,240,102
1628380,Zach Collins,43,8,35,0.186,24.2,104.8,117.6,-12.8,20.0,0.079,0.167,0.122,13.264,0.215,103.68,202,363,508,473,189,445,436,477,189,122,162,149,51,133,103
203109,Jae Crowder,25,12,13,0.48,24.7,109.4,117.9,-8.4,19.3,0.019,0.134,0.074,5.924,0.114,103.67,349,302,203,305,185,337,442,423,217,425,273,346,51,490,104
202722,Davis Bertans,18,14,4,0.778,7.1,119.5,111.4,8.1,18.5,0.019,0.096,0.059,1.678,0.161,103.67,393,279,66,28,448,37,205,78,240,422,424,436,1,323,104
1630231,KJ Martin,40,22,18,0.55,11.1,111.7,113.1,-1.4,16.5,0.038,0.126,0.082,12.403,0.133,103.66,232,188,320,240,372,262,275,278,292,280,300,312,51,429,106
1631108,Max Christie,43,22,21,0.512,17.2,110.6,109.8,0.8,15.6,0.016,0.14,0.083,11.261,0.137,103.65,202,188,365,270,280,293,146,207,312,451,251,307,51,411,107
1631466,Nate Williams,10,3,7,0.3,7.4,118.1,104.7,13.4,12.8,0.091,0.027,0.059,2.559,0.18,103.64,448,448,112,423,440,67,55,30,399,95,516,438,1,238,108
1629013,Landry Shamet,37,5,32,0.135,15.1,110.9,118.7,-7.8,14.9,0.026,0.073,0.048,7.28,0.203,103.61,257,424,497,499,305,286,470,413,339,360,485,491,51,160,109
1626192,Pat Connaughton,50,31,19,0.62,21.3,116.9,118.6,-1.7,28.3,0.034,0.142,0.088,9.228,0.099,103.61,98,52,335,145,219,107,467,285,67,300,241,270,51,513,109
1629232,Kaiser Gates,1,0,1,0.0,7.4,80.2,94.5,-14.2,0.0,0.0,0.1,0.05,0.0,0.22,103.58,529,520,13,520,435,525,24,490,515,499,412,487,1,126,111
203114,Khris Middleton,43,27,16,0.628,26.3,119.5,112.7,6.8,25.6,0.026,0.142,0.087,10.548,0.234,103.57,202,110,258,133,155,37,261,92,99,361,238,279,51,101,112
1630198,Isaiah Joe,50,34,16,0.68,18.6,117.8,108.6,9.2,13.4,0.025,0.116,0.072,7.191,0.164,103.56,98,32,258,80,248,79,114,62,383,369,347,362,51,303,113
1630163,LaMelo Ball,22,7,15,0.318,32.3,111.3,119.5,-8.1,24.2,0.042,0.14,0.088,11.405,0.324,103.56,368,382,235,420,62,272,483,418,116,253,249,269,51,7,113
203469,Cody Zeller,36,20,16,0.556,8.0,116.3,107.1,9.2,29.5,0.131,0.213,0.17,11.265,0.115,103.55,274,216,258,228,426,125,84,62,57,38,90,58,51,484,115
1641707,Taylor Hendricks,17,8,9,0.471,14.7,113.1,115.0,-2.0,7.9,0.07,0.143,0.107,14.775,0.153,103.52,401,363,135,317,316,223,359,293,496,145,228,186,51,350,116
1628983,Shai Gilgeous-Alexander,53,37,16,0.698,34.5,120.3,109.9,10.4,20.0,0.03,0.143,0.089,6.574,0.325,103.43,42,12,258,65,29,26,150,47,195,325,229,260,51,6,117
1631222,Jake LaRavia,11,1,10,0.091,11.1,101.2,113.7,-12.5,11.0,0.058,0.083,0.07,7.305,0.164,103.42,443,491,152,512,373,480,311,475,442,185,461,375,51,303,118
203992,Bogdan Bogdanovic,53,23,30,0.434,28.9,117.2,116.5,0.7,14.8,0.022,0.105,0.061,6.332,0.227,103.4,42,164,485,352,115,96,401,210,343,393,393,424,51,115,119
1626153,Delon Wright,33,6,27,0.182,13.8,106.9,112.0,-5.1,36.0,0.029,0.108,0.068,4.83,0.136,103.37,297,403,453,475,329,395,230,364,27,335,379,384,1,415,120
201939,Stephen Curry,50,27,23,0.54,33.5,117.0,117.1,-0.1,16.7,0.016,0.125,0.071,10.098,0.312,103.36,98,110,398,249,47,103,420,235,284,449,309,366,51,12,121
1629007,Jontay Porter,17,5,12,0.294,13.0,110.6,119.6,-8.9,26.0,0.084,0.198,0.139,8.675,0.165,103.33,401,424,184,426,344,293,485,434,94,111,114,112,51,297,122
1631110,Jeremy Sochan,55,11,44,0.2,29.4,105.3,115.0,-9.7,21.6,0.066,0.157,0.111,11.717,0.185,103.33,6,310,534,465,108,436,359,442,163,161,180,172,51,218,122
1628963,Marvin Bagley III,37,4,33,0.108,20.1,110.1,118.3,-8.2,9.9,0.133,0.184,0.158,11.057,0.214,103.3,257,437,502,509,234,309,452,419,465,34,137,79,51,137,124
203490,Otto Porter Jr.,15,6,9,0.4,11.6,110.3,109.2,1.2,18.1,0.038,0.146,0.092,4.513,0.086,103.25,423,403,135,372,363,304,130,202,250,277,217,248,1,524,125
1630227,Daishen Nix,10,8,2,0.8,3.5,134.8,107.9,26.9,8.4,0.0,0.038,0.016,4.209,0.26,103.22,448,363,33,18,507,6,98,11,491,499,510,524,1,55,126
1628374,Lauri Markkanen,46,21,25,0.457,32.8,118.3,116.9,1.4,8.8,0.078,0.209,0.143,6.078,0.244,103.22,168,205,428,328,55,62,414,196,487,126,97,103,51,82,126
1628962,Udoka Azubuike,14,10,4,0.714,7.7,111.8,119.3,-7.6,8.9,0.112,0.228,0.168,11.82,0.123,103.19,428,330,66,51,431,257,480,409,485,61,65,61,51,468,128
1631093,Jaden Ivey,50,8,42,0.16,27.7,111.0,118.5,-7.5,18.4,0.052,0.1,0.076,12.455,0.244,103.16,98,363,530,489,129,283,464,403,241,207,414,336,51,82,129
1630581,Josh Giddey,53,37,16,0.698,24.9,118.4,111.7,6.7,25.8,0.063,0.201,0.135,11.22,0.223,103.16,42,12,258,65,180,57,219,95,96,173,110,116,51,122,129
1630207,Nate Hinton,11,6,5,0.545,5.2,118.8,109.1,9.7,19.9,0.056,0.143,0.103,6.623,0.171,103.16,443,403,80,244,476,49,128,52,198,197,233,197,51,268,129
1630314,Brandon Williams,12,7,5,0.583,4.9,97.3,114.2,-16.9,28.7,0.045,0.07,0.056,7.17,0.214,103.15,438,382,80,196,483,498,332,502,63,242,490,452,51,137,132
1630577,Julian Champagnie,48,9,39,0.188,16.6,109.2,116.4,-7.2,15.8,0.034,0.131,0.081,9.428,0.148,103.14,140,349,523,470,287,344,398,396,311,302,282,314,51,373,133
201568,Danilo Gallinari,32,6,26,0.188,14.8,112.2,119.2,-7.0,17.6,0.033,0.189,0.109,5.324,0.184,103.12,308,403,439,470,314,244,479,394,259,308,131,180,51,221,134
